Rank,Country,Number of Visa-Free Destinations,Year,Exports,Year_exports,Top export (2021),Imports,Year_imports,Education Index,averageIqByCountry_iqLynnBecker2019,averageIqByCountry_sourceLynnBecker2019,AverageIQ_ICI2017Grade,AverageIQ_ICI2017Score,OverallPisaScore2022,PISAScoresMathScore2022,PISAScoresScienceScore2022,PISAScoresReadingScore2022,LiteracyRateAllGenders,LiteracyRateFemale,LiteracyRateMale,Year_countries_literacy_rate,Country Code,Indicator Name,Indicator Code,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
53.0,South Africa,108.0,2022.0,135951.0,2022,Platinum,111878.0,2022,0.627,,,,,,,,,90.0,,,2021.0,ZAF,GDP per capita (current US$),NY.GDP.PCAP.CD,8059.56279824609,8737.04126942435,8173.8691381716,7441.23085399675,6965.1378973693,6204.92990145846,5735.06678717842,6734.47515314548,7067.72416484458,6702.52661666304,5753.06649433369,7073.61275411821,6766.48125429478
55.0,South Africa,102.0,2023.0,135951.0,2022,Platinum,111878.0,2022,0.627,,,,,,,,,90.0,,,2021.0,ZAF,GDP per capita (current US$),NY.GDP.PCAP.CD,8059.56279824609,8737.04126942435,8173.8691381716,7441.23085399675,6965.1378973693,6204.92990145846,5735.06678717842,6734.47515314548,7067.72416484458,6702.52661666304,5753.06649433369,7073.61275411821,6766.48125429478
54.0,South Africa,105.0,2024.0,135951.0,2022,Platinum,111878.0,2022,0.627,,,,,,,,,90.0,,,2021.0,ZAF,GDP per capita (current US$),NY.GDP.PCAP.CD,8059.56279824609,8737.04126942435,8173.8691381716,7441.23085399675,6965.1378973693,6204.92990145846,5735.06678717842,6734.47515314548,7067.72416484458,6702.52661666304,5753.06649433369,7073.61275411821,6766.48125429478
54.0,Belize,104.0,2022.0,1345.0,2022,Sugarcane,1378.0,2022,0.559,,,,,,,,,,,,,BLZ,GDP per capita (current US$),NY.GDP.PCAP.CD,5399.06209583265,5519.3390084833,5635.52152550234,5865.47090174488,6031.54840210944,6098.60007958976,6099.95710191497,6049.3919477765,6001.02426184093,6134.21523305713,5185.1580697602,6060.96822340845,6984.21695968163
53.0,Belize,104.0,2023.0,1345.0,2022,Sugarcane,1378.0,2022,0.559,,,,,,,,,,,,,BLZ,GDP per capita (current US$),NY.GDP.PCAP.CD,5399.06209583265,5519.3390084833,5635.52152550234,5865.47090174488,6031.54840210944,6098.60007958976,6099.95710191497,6049.3919477765,6001.02426184093,6134.21523305713,5185.1580697602,6060.96822340845,6984.21695968163
55.0,Belize,103.0,2024.0,1345.0,2022,Sugarcane,1378.0,2022,0.559,,,,,,,,,,,,,BLZ,GDP per capita (current US$),NY.GDP.PCAP.CD,5399.06209583265,5519.3390084833,5635.52152550234,5865.47090174488,6031.54840210944,6098.60007958976,6099.95710191497,6049.3919477765,6001.02426184093,6134.21523305713,5185.1580697602,6060.96822340845,6984.21695968163
55.0,Kuwait,103.0,2022.0,110923.0,2022,Petroleum,26717.0,2022,0.522,,,,,,,,,96.0,95.4,97.1,2020.0,KWT,GDP per capita (current US$),NY.GDP.PCAP.CD,39212.5794137711,49010.3105001299,51271.0677569339,47762.7967032092,43239.8351779171,29315.1985079166,27026.6876602182,29258.2663270479,32012.1875249538,30666.2371314234,24297.7108020951,32324.8409043988,41079.5226998138
57.0,Kuwait,98.0,2023.0,110923.0,2022,Petroleum,26717.0,2022,0.522,,,,,,,,,96.0,95.4,97.1,2020.0,KWT,GDP per capita (current US$),NY.GDP.PCAP.CD,39212.5794137711,49010.3105001299,51271.0677569339,47762.7967032092,43239.8351779171,29315.1985079166,27026.6876602182,29258.2663270479,32012.1875249538,30666.2371314234,24297.7108020951,32324.8409043988,41079.5226998138
58.0,Kuwait,96.0,2024.0,110923.0,2022,Petroleum,26717.0,2022,0.522,,,,,,,,,96.0,95.4,97.1,2020.0,KWT,GDP per capita (current US$),NY.GDP.PCAP.CD,39212.5794137711,49010.3105001299,51271.0677569339,47762.7967032092,43239.8351779171,29315.1985079166,27026.6876602182,29258.2663270479,32012.1875249538,30666.2371314234,24297.7108020951,32324.8409043988,41079.5226998138
56.0,East Timor,96.0,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.0,East Timor,94.0,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.0,East Timor,94.0,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.0,Ecuador,95.0,2022.0,36338.0,2022,Petroleum,33048.0,2022,0.606,,,,,,,,,94.0,,,2022.0,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,4640.24634437845,5202.65645902066,5678.45572070003,6050.3546113274,6374.6314856366,6130.58667556768,6079.08873612077,6246.40425217932,6321.34940071717,6233.25816692363,5645.19928965332,5965.13287054416,6391.28248430643
59.0,Ecuador,92.0,2023.0,36338.0,2022,Petroleum,33048.0,2022,0.606,,,,,,,,,94.0,,,2022.0,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,4640.24634437845,5202.65645902066,5678.45572070003,6050.3546113274,6374.6314856366,6130.58667556768,6079.08873612077,6246.40425217932,6321.34940071717,6233.25816692363,5645.19928965332,5965.13287054416,6391.28248430643
60.0,Ecuador,92.0,2024.0,36338.0,2022,Petroleum,33048.0,2022,0.606,,,,,,,,,94.0,,,2022.0,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,4640.24634437845,5202.65645902066,5678.45572070003,6050.3546113274,6374.6314856366,6130.58667556768,6079.08873612077,6246.40425217932,6321.34940071717,6233.25816692363,5645.19928965332,5965.13287054416,6391.28248430643
58.0,Maldives,94.0,2022.0,5096.0,2022,Fish,3522.0,2022,0.421,,,,,,,,,98.0,98.4,97.6,2021.0,MDV,GDP per capita (current US$),NY.GDP.PCAP.CD,7158.06142131359,7409.33190310175,7447.41560461439,8222.55803576643,8872.128379429,9480.43151420101,9708.14134750478,10194.7461477043,11034.7235971635,11349.8592642235,7216.81637110947,10076.3175303966,11780.8169102421
60.0,Maldives,91.0,2023.0,5096.0,2022,Fish,3522.0,2022,0.421,,,,,,,,,98.0,98.4,97.6,2021.0,MDV,GDP per capita (current US$),NY.GDP.PCAP.CD,7158.06142131359,7409.33190310175,7447.41560461439,8222.55803576643,8872.128379429,9480.43151420101,9708.14134750478,10194.7461477043,11034.7235971635,11349.8592642235,7216.81637110947,10076.3175303966,11780.8169102421
62.0,Maldives,89.0,2024.0,5096.0,2022,Fish,3522.0,2022,0.421,,,,,,,,,98.0,98.4,97.6,2021.0,MDV,GDP per capita (current US$),NY.GDP.PCAP.CD,7158.06142131359,7409.33190310175,7447.41560461439,8222.55803576643,8872.128379429,9480.43151420101,9708.14134750478,10194.7461477043,11034.7235971635,11349.8592642235,7216.81637110947,10076.3175303966,11780.8169102421
58.0,Vanuatu,94.0,2022.0,89.0,2021,Fish,424.7,2022,,,,,,,,,,89.0,88.4,89.8,2021.0,VUT,GDP per capita (current US$),NY.GDP.PCAP.CD,2732.55156662187,3064.75120066071,2906.34246130818,2877.44452801285,2861.20315425441,2643.8868859095,2757.20330593386,3032.19702965604,3076.8353148388,3076.58988588361,2917.75684908933,3044.57364031957,3231.35129995571
56.0,Vanuatu,101.0,2023.0,89.0,2021,Fish,424.7,2022,,,,,,,,,,89.0,88.4,89.8,2021.0,VUT,GDP per capita (current US$),NY.GDP.PCAP.CD,2732.55156662187,3064.75120066071,2906.34246130818,2877.44452801285,2861.20315425441,2643.8868859095,2757.20330593386,3032.19702965604,3076.8353148388,3076.58988588361,2917.75684908933,3044.57364031957,3231.35129995571
57.0,Vanuatu,98.0,2024.0,89.0,2021,Fish,424.7,2022,,,,,,,,,,89.0,88.4,89.8,2021.0,VUT,GDP per capita (current US$),NY.GDP.PCAP.CD,2732.55156662187,3064.75120066071,2906.34246130818,2877.44452801285,2861.20315425441,2643.8868859095,2757.20330593386,3032.19702965604,3076.8353148388,3076.58988588361,2917.75684908933,3044.57364031957,3231.35129995571
59.0,Bahrain,91.0,2022.0,30097.0,2018,Aluminium,15534.0,2022,0.718,,,,,,,,,98.0,94.9,99.9,2018.0,BHR,GDP per capita (current US$),NY.GDP.PCAP.CD,21186.8143292279,23741.5574626702,25102.726348527,25790.7303121382,25464.760097715,22795.4488576612,22867.1811196134,24349.9098701325,25415.8466249472,25869.1129129041,23433.1872362574,26850.0033915702,30146.925026365
63.0,Bahrain,87.0,2023.0,30097.0,2018,Aluminium,15534.0,2022,0.718,,,,,,,,,98.0,94.9,99.9,2018.0,BHR,GDP per capita (current US$),NY.GDP.PCAP.CD,21186.8143292279,23741.5574626702,25102.726348527,25790.7303121382,25464.760097715,22795.4488576612,22867.1811196134,24349.9098701325,25415.8466249472,25869.1129129041,23433.1872362574,26850.0033915702,30146.925026365
65.0,Bahrain,86.0,2024.0,30097.0,2018,Aluminium,15534.0,2022,0.718,,,,,,,,,98.0,94.9,99.9,2018.0,BHR,GDP per capita (current US$),NY.GDP.PCAP.CD,21186.8143292279,23741.5574626702,25102.726348527,25790.7303121382,25464.760097715,22795.4488576612,22867.1811196134,24349.9098701325,25415.8466249472,25869.1129129041,23433.1872362574,26850.0033915702,30146.925026365
59.0,Botswana,91.0,2022.0,7930.0,2021,Diamonds,8005.0,2022,0.526,,,,,,,,,89.0,88.9,88.0,2015.0,BWA,GDP per capita (current US$),NY.GDP.PCAP.CD,6041.73205119653,7080.77864262565,6392.98734736839,6436.60331866558,6844.03324966349,5869.73757890628,6411.55166556511,6705.34106165815,6947.81784114167,6691.16105313603,5875.07060596716,7238.79609753108,7738.87880407803
63.0,Botswana,87.0,2023.0,7930.0,2021,Diamonds,8005.0,2022,0.526,,,,,,,,,89.0,88.9,88.0,2015.0,BWA,GDP per capita (current US$),NY.GDP.PCAP.CD,6041.73205119653,7080.77864262565,6392.98734736839,6436.60331866558,6844.03324966349,5869.73757890628,6411.55166556511,6705.34106165815,6947.81784114167,6691.16105313603,5875.07060596716,7238.79609753108,7738.87880407803
64.0,Botswana,87.0,2024.0,7930.0,2021,Diamonds,8005.0,2022,0.526,,,,,,,,,89.0,88.9,88.0,2015.0,BWA,GDP per capita (current US$),NY.GDP.PCAP.CD,6041.73205119653,7080.77864262565,6392.98734736839,6436.60331866558,6844.03324966349,5869.73757890628,6411.55166556511,6705.34106165815,6947.81784114167,6691.16105313603,5875.07060596716,7238.79609753108,7738.87880407803
59.0,Fiji,91.0,2022.0,2376.0,2022,Water,3016.0,2022,0.753,,,,,,,,,99.0,99.1,99.1,2018.0,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,3469.14964254878,4160.72119311815,4359.79240035309,4586.95521117587,5305.06443160892,5105.18961191892,5368.43349186431,5825.19966514413,6073.39457942347,5927.72420758285,4815.6891481254,4656.05134145,5356.16439621614
62.0,Fiji,88.0,2023.0,2376.0,2022,Water,3016.0,2022,0.753,,,,,,,,,99.0,99.1,99.1,2018.0,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,3469.14964254878,4160.72119311815,4359.79240035309,4586.95521117587,5305.06443160892,5105.18961191892,5368.43349186431,5825.19966514413,6073.39457942347,5927.72420758285,4815.6891481254,4656.05134145,5356.16439621614
62.0,Fiji,89.0,2024.0,2376.0,2022,Water,3016.0,2022,0.753,,,,,,,,,99.0,99.1,99.1,2018.0,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,3469.14964254878,4160.72119311815,4359.79240035309,4586.95521117587,5305.06443160892,5105.18961191892,5368.43349186431,5825.19966514413,6073.39457942347,5927.72420758285,4815.6891481254,4656.05134145,5356.16439621614
59.0,Guyana,91.0,2022.0,4640.0,2021,Petroleum,8557.0,2022,0.568,,,,,,,,,90.0,,,2022.0,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,4589.87249766592,4960.00472639074,5461.39008471262,5576.25021487084,5495.37708403183,5668.42976474423,5905.38019563205,6220.97856820609,6094.90983678918,6477.29672607993,6863.07434593017,9994.64570422569,18199.4748396968
64.0,Guyana,86.0,2023.0,4640.0,2021,Petroleum,8557.0,2022,0.568,,,,,,,,,90.0,,,2022.0,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,4589.87249766592,4960.00472639074,5461.39008471262,5576.25021487084,5495.37708403183,5668.42976474423,5905.38019563205,6220.97856820609,6094.90983678918,6477.29672607993,6863.07434593017,9994.64570422569,18199.4748396968
63.0,Guyana,88.0,2024.0,4640.0,2021,Petroleum,8557.0,2022,0.568,,,,,,,,,90.0,,,2022.0,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,4589.87249766592,4960.00472639074,5461.39008471262,5576.25021487084,5495.37708403183,5668.42976474423,5905.38019563205,6220.97856820609,6094.90983678918,6477.29672607993,6863.07434593017,9994.64570422569,18199.4748396968
60.0,Jamaica,90.0,2022.0,6424.0,2022,Aluminium oxide,6861.0,2022,0.633,75.08,T,C-,26.7,1190.0,377.0,403.0,410.0,89.0,93.1,84.0,2015.0,JAM,GDP per capita (current US$),NY.GDP.PCAP.CD,4835.79108651148,5259.93175297891,5365.24217204558,5143.72218263652,4991.56153152664,5077.5509836244,5022.70019182535,5273.14902681979,5594.49357290917,5626.17047314286,4897.26475034653,5183.5810181201,6047.2164567796
64.0,Jamaica,86.0,2023.0,6424.0,2022,Aluminium oxide,6861.0,2022,0.633,75.08,T,C-,26.7,1190.0,377.0,403.0,410.0,89.0,93.1,84.0,2015.0,JAM,GDP per capita (current US$),NY.GDP.PCAP.CD,4835.79108651148,5259.93175297891,5365.24217204558,5143.72218263652,4991.56153152664,5077.5509836244,5022.70019182535,5273.14902681979,5594.49357290917,5626.17047314286,4897.26475034653,5183.5810181201,6047.2164567796
64.0,Jamaica,87.0,2024.0,6424.0,2022,Aluminium oxide,6861.0,2022,0.633,75.08,T,C-,26.7,1190.0,377.0,403.0,410.0,89.0,93.1,84.0,2015.0,JAM,GDP per capita (current US$),NY.GDP.PCAP.CD,4835.79108651148,5259.93175297891,5365.24217204558,5143.72218263652,4991.56153152664,5077.5509836244,5022.70019182535,5273.14902681979,5594.49357290917,5626.17047314286,4897.26475034653,5183.5810181201,6047.2164567796
60.0,Nauru,90.0,2022.0,31.0,2018,Fish,82.44,2022,,,,,,,,,,,,,,NRU,GDP per capita (current US$),NY.GDP.PCAP.CD,4644.35549364565,6328.10267224703,9675.95968504209,8825.97858075408,9063.00223035953,7587.25441038889,8528.63015087044,9361.03739658919,10985.8743965037,10316.5278229326,10124.7006220945,11632.6925020419,11970.9382798352
61.0,Nauru,89.0,2023.0,31.0,2018,Fish,82.44,2022,,,,,,,,,,,,,,NRU,GDP per capita (current US$),NY.GDP.PCAP.CD,4644.35549364565,6328.10267224703,9675.95968504209,8825.97858075408,9063.00223035953,7587.25441038889,8528.63015087044,9361.03739658919,10985.8743965037,10316.5278229326,10124.7006220945,11632.6925020419,11970.9382798352
61.0,Nauru,90.0,2024.0,31.0,2018,Fish,82.44,2022,,,,,,,,,,,,,,NRU,GDP per capita (current US$),NY.GDP.PCAP.CD,4644.35549364565,6328.10267224703,9675.95968504209,8825.97858075408,9063.00223035953,7587.25441038889,8528.63015087044,9361.03739658919,10985.8743965037,10316.5278229326,10124.7006220945,11632.6925020419,11970.9382798352
60.0,Oman,90.0,2022.0,46324.0,2021,Petroleum,22026.0,2022,0.698,,,,,,,,,97.0,92.7,97.0,2022.0,OMN,GDP per capita (current US$),NY.GDP.PCAP.CD,22552.1990071233,24166.0963053624,24722.6388245874,23563.9405992228,23121.2063768559,18777.4330589162,17082.2061998982,17802.5751178049,19887.5743113149,19132.1522739094,16707.6230063214,19509.4664633867,25056.7948608378
66.0,Oman,82.0,2023.0,46324.0,2021,Petroleum,22026.0,2022,0.698,,,,,,,,,97.0,92.7,97.0,2022.0,OMN,GDP per capita (current US$),NY.GDP.PCAP.CD,22552.1990071233,24166.0963053624,24722.6388245874,23563.9405992228,23121.2063768559,18777.4330589162,17082.2061998982,17802.5751178049,19887.5743113149,19132.1522739094,16707.6230063214,19509.4664633867,25056.7948608378
67.0,Oman,81.0,2024.0,46324.0,2021,Petroleum,22026.0,2022,0.698,,,,,,,,,97.0,92.7,97.0,2022.0,OMN,GDP per capita (current US$),NY.GDP.PCAP.CD,22552.1990071233,24166.0963053624,24722.6388245874,23563.9405992228,23121.2063768559,18777.4330589162,17082.2061998982,17802.5751178049,19887.5743113149,19132.1522739094,16707.6230063214,19509.4664633867,25056.7948608378
61.0,Saudi Arabia,86.0,2022.0,442569.0,2022,Petroleum,140017.0,2022,0.676,76.36,T,C,30.2,1162.0,389.0,390.0,383.0,98.0,96.0,98.6,2020.0,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,17958.9478313331,22441.571143891,24069.2033148131,23945.5123106892,23862.8011860096,20442.3660631613,19930.407543816,20910.4829617971,24175.5833140113,23405.7060995766,20398.0609870951,24315.6185511873,30447.8837074473
65.0,Saudi Arabia,83.0,2023.0,442569.0,2022,Petroleum,140017.0,2022,0.676,76.36,T,C,30.2,1162.0,389.0,390.0,383.0,98.0,96.0,98.6,2020.0,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,17958.9478313331,22441.571143891,24069.2033148131,23945.5123106892,23862.8011860096,20442.3660631613,19930.407543816,20910.4829617971,24175.5833140113,23405.7060995766,20398.0609870951,24315.6185511873,30447.8837074473
67.0,Saudi Arabia,81.0,2024.0,442569.0,2022,Petroleum,140017.0,2022,0.676,76.36,T,C,30.2,1162.0,389.0,390.0,383.0,98.0,96.0,98.6,2020.0,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,17958.9478313331,22441.571143891,24069.2033148131,23945.5123106892,23862.8011860096,20442.3660631613,19930.407543816,20910.4829617971,24175.5833140113,23405.7060995766,20398.0609870951,24315.6185511873,30447.8837074473
62.0,China,85.0,2022.0,3715827.0,2022,Broadcasting equipment,2715999.0,2022,0.573,104.1,T,B,47.3,1605.0,552.0,543.0,510.0,97.0,95.2,98.5,2020.0,CHN,GDP per capita (current US$),NY.GDP.PCAP.CD,4550.47394361131,5614.3860223103,6300.58217952904,7020.38607424065,7636.0743401587,8016.44559491162,8094.39016730811,8817.04560829162,9905.40638307759,10143.8602205959,10408.7195541075,12617.5051041181,12720.2163182363
67.0,China,80.0,2023.0,3715827.0,2022,Broadcasting equipment,2715999.0,2022,0.573,104.1,T,B,47.3,1605.0,552.0,543.0,510.0,97.0,95.2,98.5,2020.0,CHN,GDP per capita (current US$),NY.GDP.PCAP.CD,4550.47394361131,5614.3860223103,6300.58217952904,7020.38607424065,7636.0743401587,8016.44559491162,8094.39016730811,8817.04560829162,9905.40638307759,10143.8602205959,10408.7195541075,12617.5051041181,12720.2163182363
68.0,China,80.0,2024.0,3715827.0,2022,Broadcasting equipment,2715999.0,2022,0.573,104.1,T,B,47.3,1605.0,552.0,543.0,510.0,97.0,95.2,98.5,2020.0,CHN,GDP per capita (current US$),NY.GDP.PCAP.CD,4550.47394361131,5614.3860223103,6300.58217952904,7020.38607424065,7636.0743401587,8016.44559491162,8094.39016730811,8817.04560829162,9905.40638307759,10143.8602205959,10408.7195541075,12617.5051041181,12720.2163182363
62.0,Papua New Guinea,85.0,2022.0,11624.0,2021,Petroleum,5598.0,2022,0.287,,,,,,,,,64.0,62.8,65.6,2015.0,PNG,GDP per capita (current US$),NY.GDP.PCAP.CD,1879.24055902232,2303.8266113635,2653.09278970276,2578.49864720758,2742.25004998231,2502.07344498028,2332.67588834678,2495.14077312932,2584.32780208122,2593.77555393227,2446.08468660615,2624.60411021362,3115.92292304288
66.0,Papua New Guinea,82.0,2023.0,11624.0,2021,Petroleum,5598.0,2022,0.287,,,,,,,,,64.0,62.8,65.6,2015.0,PNG,GDP per capita (current US$),NY.GDP.PCAP.CD,1879.24055902232,2303.8266113635,2653.09278970276,2578.49864720758,2742.25004998231,2502.07344498028,2332.67588834678,2495.14077312932,2584.32780208122,2593.77555393227,2446.08468660615,2624.60411021362,3115.92292304288
66.0,Papua New Guinea,83.0,2024.0,11624.0,2021,Petroleum,5598.0,2022,0.287,,,,,,,,,64.0,62.8,65.6,2015.0,PNG,GDP per capita (current US$),NY.GDP.PCAP.CD,1879.24055902232,2303.8266113635,2653.09278970276,2578.49864720758,2742.25004998231,2502.07344498028,2332.67588834678,2495.14077312932,2584.32780208122,2593.77555393227,2446.08468660615,2624.60411021362,3115.92292304288
63.0,Bolivia,82.0,2022.0,14468.0,2022,Gold,13049.0,2022,0.62,,,,,,,,,94.0,94.0,94.9,2020.0,BOL,GDP per capita (current US$),NY.GDP.PCAP.CD,1922.05857050664,2304.98246161085,2562.46678423329,2853.79716191598,3022.46288443562,2975.64881143063,3013.50270721666,3280.0082139387,3471.0069506501,3472.38083136442,3068.81255516456,3345.02300226194,3600.12163486427
69.0,Bolivia,78.0,2023.0,14468.0,2022,Gold,13049.0,2022,0.62,,,,,,,,,94.0,94.0,94.9,2020.0,BOL,GDP per capita (current US$),NY.GDP.PCAP.CD,1922.05857050664,2304.98246161085,2562.46678423329,2853.79716191598,3022.46288443562,2975.64881143063,3013.50270721666,3280.0082139387,3471.0069506501,3472.38083136442,3068.81255516456,3345.02300226194,3600.12163486427
68.0,Bolivia,80.0,2024.0,14468.0,2022,Gold,13049.0,2022,0.62,,,,,,,,,94.0,94.0,94.9,2020.0,BOL,GDP per capita (current US$),NY.GDP.PCAP.CD,1922.05857050664,2304.98246161085,2562.46678423329,2853.79716191598,3022.46288443562,2975.64881143063,3013.50270721666,3280.0082139387,3471.0069506501,3472.38083136442,3068.81255516456,3345.02300226194,3600.12163486427
63.0,Thailand,82.0,2022.0,325953.0,2022,Data processing equipment,306260.0,2022,0.608,88.87,T,C-,29.2,1182.0,394.0,409.0,379.0,94.0,92.8,95.5,2021.0,THA,GDP per capita (current US$),NY.GDP.PCAP.CD,4996.37209760091,5396.64358573682,5748.63272062158,6041.13394794203,5822.37778295314,5708.79409105798,5854.4639077194,6436.78965986703,7124.55881041403,7628.57603307351,7001.78546023389,7060.89770696418,6909.9562847948
67.0,Thailand,80.0,2023.0,325953.0,2022,Data processing equipment,306260.0,2022,0.608,88.87,T,C-,29.2,1182.0,394.0,409.0,379.0,94.0,92.8,95.5,2021.0,THA,GDP per capita (current US$),NY.GDP.PCAP.CD,4996.37209760091,5396.64358573682,5748.63272062158,6041.13394794203,5822.37778295314,5708.79409105798,5854.4639077194,6436.78965986703,7124.55881041403,7628.57603307351,7001.78546023389,7060.89770696418,6909.9562847948
69.0,Thailand,79.0,2024.0,325953.0,2022,Data processing equipment,306260.0,2022,0.608,88.87,T,C-,29.2,1182.0,394.0,409.0,379.0,94.0,92.8,95.5,2021.0,THA,GDP per capita (current US$),NY.GDP.PCAP.CD,4996.37209760091,5396.64358573682,5748.63272062158,6041.13394794203,5822.37778295314,5708.79409105798,5854.4639077194,6436.78965986703,7124.55881041403,7628.57603307351,7001.78546023389,7060.89770696418,6909.9562847948
64.0,Belarus,81.0,2022.0,46767.0,2022,Fertilizers,12535.0,2022,0.803,,,,,,,,,100.0,99.9,99.9,2019.0,BLR,GDP per capita (current US$),NY.GDP.PCAP.CD,6034.67885177216,6527.6593428786,6953.21591683101,7998.0802045456,8341.29014337961,5967.06856034227,5039.77560949445,5785.53397723676,6360.05310087258,6837.76832136779,6542.8645398436,7489.71894713888,7888.26371063212
68.0,Belarus,79.0,2023.0,46767.0,2022,Fertilizers,12535.0,2022,0.803,,,,,,,,,100.0,99.9,99.9,2019.0,BLR,GDP per capita (current US$),NY.GDP.PCAP.CD,6034.67885177216,6527.6593428786,6953.21591683101,7998.0802045456,8341.29014337961,5967.06856034227,5039.77560949445,5785.53397723676,6360.05310087258,6837.76832136779,6542.8645398436,7489.71894713888,7888.26371063212
70.0,Belarus,78.0,2024.0,46767.0,2022,Fertilizers,12535.0,2022,0.803,,,,,,,,,100.0,99.9,99.9,2019.0,BLR,GDP per capita (current US$),NY.GDP.PCAP.CD,6034.67885177216,6527.6593428786,6953.21591683101,7998.0802045456,8341.29014337961,5967.06856034227,5039.77560949445,5785.53397723676,6360.05310087258,6837.76832136779,6542.8645398436,7489.71894713888,7888.26371063212
64.0,Suriname,81.0,2022.0,2599.0,2022,Gold,1803.0,2022,0.562,,,,,,,,,95.0,93.4,96.5,2021.0,SUR,GDP per capita (current US$),NY.GDP.PCAP.CD,7999.50739437676,8009.25230244723,8922.95618613502,9124.54109297075,9199.17789329145,8907.83725830091,5705.39948731743,6112.88301430134,6730.83696146221,6690.04478601228,4796.53331389928,5026.87949279073,5858.82466074423
70.0,Suriname,77.0,2023.0,2599.0,2022,Gold,1803.0,2022,0.562,,,,,,,,,95.0,93.4,96.5,2021.0,SUR,GDP per capita (current US$),NY.GDP.PCAP.CD,7999.50739437676,8009.25230244723,8922.95618613502,9124.54109297075,9199.17789329145,8907.83725830091,5705.39948731743,6112.88301430134,6730.83696146221,6690.04478601228,4796.53331389928,5026.87949279073,5858.82466074423
71.0,Suriname,77.0,2024.0,2599.0,2022,Gold,1803.0,2022,0.562,,,,,,,,,95.0,93.4,96.5,2021.0,SUR,GDP per capita (current US$),NY.GDP.PCAP.CD,7999.50739437676,8009.25230244723,8922.95618613502,9124.54109297075,9199.17789329145,8907.83725830091,5705.39948731743,6112.88301430134,6730.83696146221,6690.04478601228,4796.53331389928,5026.87949279073,5858.82466074423
65.0,Lesotho,80.0,2022.0,1066.0,2022,Diamonds,1881.0,2022,0.43,,,,,,,,,82.0,,,2022.0,LSO,GDP per capita (current US$),NY.GDP.PCAP.CD,1104.8115468317,1265.85794508512,1205.85998481002,1141.3609231718,1165.05065002416,1113.83683453612,994.239764062067,1062.4561920176,1162.97885412072,1061.22335618067,917.356381258442,1029.50618912869,969.935760159406
69.0,Lesotho,78.0,2023.0,1066.0,2022,Diamonds,1881.0,2022,0.43,,,,,,,,,82.0,,,2022.0,LSO,GDP per capita (current US$),NY.GDP.PCAP.CD,1104.8115468317,1265.85794508512,1205.85998481002,1141.3609231718,1165.05065002416,1113.83683453612,994.239764062067,1062.4561920176,1162.97885412072,1061.22335618067,917.356381258442,1029.50618912869,969.935760159406
71.0,Lesotho,77.0,2024.0,1066.0,2022,Diamonds,1881.0,2022,0.43,,,,,,,,,82.0,,,2022.0,LSO,GDP per capita (current US$),NY.GDP.PCAP.CD,1104.8115468317,1265.85794508512,1205.85998481002,1141.3609231718,1165.05065002416,1113.83683453612,994.239764062067,1062.4561920176,1162.97885412072,1061.22335618067,917.356381258442,1029.50618912869,969.935760159406
65.0,Namibia,80.0,2022.0,5080.0,2022,Copper,7958.0,2022,0.428,,,,,,,,,92.0,92.3,90.6,2021.0,NAM,GDP per capita (current US$),NY.GDP.PCAP.CD,5445.42006302741,5873.05938103204,6017.17836541483,5463.03136620996,5544.10406844675,4965.67276506551,4614.89207493896,5453.57062341501,5687.38104280011,5126.17614281673,4252.04172014353,4919.18895548026,5031.11503011478
69.0,Namibia,78.0,2023.0,5080.0,2022,Copper,7958.0,2022,0.428,,,,,,,,,92.0,92.3,90.6,2021.0,NAM,GDP per capita (current US$),NY.GDP.PCAP.CD,5445.42006302741,5873.05938103204,6017.17836541483,5463.03136620996,5544.10406844675,4965.67276506551,4614.89207493896,5453.57062341501,5687.38104280011,5126.17614281673,4252.04172014353,4919.18895548026,5031.11503011478
69.0,Namibia,79.0,2024.0,5080.0,2022,Copper,7958.0,2022,0.428,,,,,,,,,92.0,92.3,90.6,2021.0,NAM,GDP per capita (current US$),NY.GDP.PCAP.CD,5445.42006302741,5873.05938103204,6017.17836541483,5463.03136620996,5544.10406844675,4965.67276506551,4614.89207493896,5453.57062341501,5687.38104280011,5126.17614281673,4252.04172014353,4919.18895548026,5031.11503011478
